Binomial,Phenology
Newtonia paucijuga,EV
Nicotiana glauca,EV
Niemeyera prunifera,EV
Niemeyera whitei,EV
Nissolia fruticosa,D
Norantea guianensis,EV
Notelaea johnsonii,EV
Notelaea longifolia,EV
Notelaea microcarpa,EV
Notelaea venosa,EV
Nothofagus alessandrii,D
Nothofagus alpina,D
Nothofagus antarctica,D
Nothofagus betuloides,EV
Nothofagus carri,EV
Nothofagus cunninghamii,EV
Nothofagus dombeyi,EV
Nothofagus fusca,EV
Nothofagus glauca,D
Nothofagus gunnii,D
Nothofagus menziesii,EV
Nothofagus nitida,EV
Nothofagus obliqua,D
Nothofagus pumilio,D
Nothofagus solandri,EV
Nuxia congesta,EV
Nuytsia floribunda,EV
Nyctanthes arbor-tristis,D
Nyssa aquatica,D
Nyssa sylvatica,D
Ochanostachys amentacea,EV
Ochna holstii,EV
Ochna inermis,EV
Ochna mossambicensis,EV
Ochna natalitia,EV
Ochna schweinfurthiana,EV
Ochna serrulata,EV
Ochna thomasiana,EV
Ochroma lagopus,EV
Ochroma pyramidale,EV
Ochrosia moorei,EV
Ocotea aciphylla,EV
Ocotea alamembra,EV
Ocotea amazonica,EV
Ocotea aniboides,EV
Ocotea argyrophylla,EV
Ocotea bijuga,EV
Ocotea bofa,EV
Ocotea bofo,EV
Ocotea bullata,EV
Ocotea canaliculata,EV
Ocotea cernua,EV
Ocotea cissiflora,EV
Ocotea costulata,EV
Ocotea dendrodaphne,EV
Ocotea dispersa,EV
Ocotea duotincta,EV
Ocotea effusa,EV
Ocotea elegans,EV
Ocotea esmeraldana,EV
Ocotea foetens,EV
Ocotea gabonensis,EV
Ocotea glaziovii,EV
Ocotea globosa,EV
Ocotea guianensis,EV
Ocotea hartshorniana,EV
Ocotea helicterifolia,EV
Ocotea ira,EV
Ocotea javitensis,EV
Ocotea leucoxylon,EV
Ocotea longifolia,EV
Ocotea luis,EV
Ocotea martiana,EV
Ocotea membranacea,EV
Ocotea meziana,EV
Ocotea moschata,EV
Ocotea nicaraguensis,EV
Ocotea oblonga,EV
Ocotea odorifera,EV
Ocotea olivacea,EV
Ocotea patens,EV
Ocotea pittieri,EV
Ocotea portoricensis,EV
Ocotea puberula,EV
Ocotea pubescens,EV
Ocotea pulchella,EV
Ocotea pulchra,EV
Ocotea purpurescens,EV
Ocotea pyramidata,EV
Ocotea rubra,EV
Ocotea rubriflora,EV
Ocotea savanarrum,EV
Ocotea scabrella,EV
Ocotea sintenisii,EV
Ocotea skutchii,EV
Ocotea spathulata,EV
Ocotea splendens,EV
Ocotea staminea,EV
Ocotea subalveolata,EV
Ocotea tenera,EV
Ocotea tessmannii,EV
Ocotea ucayalensis,EV
Ocotea usambarensis,EV
Ocotea whitei,EV
Octomelis sumatranus,EV
Oemleria cerasiformis,D
Oenocarpus bataua,EV
Oenocarpus mapora,EV
Olax stricta,EV
Olax subscorpioides,EV
Oldfieldia dactylophylla,D
Oldfieldia somalensis,D
Olea africana,EV
Olea capensis,EV
Olea europaea,EV
Olea hochstetteri,EV
Olea oleaster,EV
Olea paniculata,EV
Olea woodiana,EV
Olearia argophylla,EV
Olearia avicenniifolia,EV
Olearia decurrens,EV
Olearia elliptica,EV
Olearia erubescens,EV
Olearia fragrantissima,EV
Olearia lirata,EV
Olearia moschata,EV
Olearia nernstii,EV
Olearia nummulariifolia,EV
Olearia persoonioides,EV
Olearia pimeleoides,EV
Olearia quinquevulnera,EV
Olearia ramulosa,EV
Olearia solandri,EV
Olearia virgata,EV
Olinia ventosa,EV
Olmedia aspera,EV
Omalanthus novo-guineens,EV
Omphalea oleifera,D
Omphalea triandra,EV
Omphalocarpum elatum,EV
Oncoba routledgei,D
Ongokea gore,EV
Ophiobotrys zenkeri,D
Ophiocaryon heterophyllum,EV
Opilia campestris,EV
Opuntia sulphurea,EV
Oreocnide pedunculata,D
Oreomunnea mexicana,D
Oreopanax capitatus,EV
Oreopanax liebmannii,EV
Oreopanax nubigenus,EV
Oreopanax obtusifolius,EV
Oreopanax xalapensis,EV
Orites acicularis,EV
Orites diversifolia,EV
Orites excelsa,EV
Orites milliganii,EV
Orites revoluta,EV
Orites revolutus,EV
Ormosia amazonica,EV
Ormosia arborea,EV
Ormosia bopiensis,EV
Ormosia coccinea,EV
Ormosia intermedia,D
Ormosia krugii,EV
Ormosia macrocalyx,EV
Ormosia nobilis,EV
Ormosia panamensis,EV
Ormosia paraensis,EV
Orthilia secunda,D
Orthion oblanceolatum,EV
Osmanthus americanus,EV
Osmanthus heterophyllus,EV
Ossaea macrophylla,EV
Ossaea quinquenervia,EV
Ossaea robusta,EV
Osteocarpum acropterum,EV
Osteophloeum platyspermum,EV
Ostrya japonica,D
Ostrya virginiana,D
Osyris compressa,EV
Otoba glycycarpa,EV
Otoba novogranatensis,EV
Otoba parvifolia,EV
Ouratea amplifolia,EV
Ouratea guianensis,EV
Ouratea guildingii,EV
Ouratea hexasperma,EV
Ouratea laurifolia,EV
Ouratea lucens,EV
Ouratea parviflora,EV
Ouratea sagotii,EV
Ouratea schusteri,EV
Ovidia pillopillo,EV
Owenia cepiodora,EV
Oxandra acuminata,EV
Oxandra espintana,EV
Oxandra lanceolata,EV
Oxandra mediocris,EV
Oxandra polyantha,EV
Oxandra xylopioides,EV
Oxyanthus formosus,EV
Oxydendrum arboreum,D
Oxylobium aciculiferum,EV
Oxylobium ellipticum,EV
Oxylobium ilicifolium,EV
Ozoroa obovata,EV
Ozothamnus diosmifolius,EV
Ozothamnus lepidophyllus,EV
Pachira aquatica,EV
Pachira insignis,EV
Pachira quinata,D
Padus avium,D
Paeonia edulis,EV
Palaquium galactoxylum,EV
Palaquium gutta,EV
Palicourea alpina,EV
Palicourea crocea,EV
Palicourea guianensis,EV
Palicourea longiflora,EV
Palicourea nigricans,EV
Paliurus spina-christi,D
Palmeria scandens,EV
Pancovia golungensis,EV
Panda oleosa,EV
Pandanus tectorius,EV
Pandorea baileyana,EV
Pandorea jasminoides,EV
Pandorea pandorana,EV
Paramacrolobium coeruleum,EV
Paranomus bracteolaris,EV
Pararchidendron pruinosum,EV
Pararistolochia laheyana,EV
Pararistolochia praevenosa,EV
Paraserianthes toona,D
Parashorea malaanonan,EV
Parashorea tomentella,EV
Parathesis amplifolia,EV
Parathesis crenulata,EV
Parathesis lenticellata,EV
Parathesis microcalyx,EV
Parathesis trichogyne,EV
Paratrophis heterophylla,EV
Paratrophis microphylla,EV
Parinari curatellifolia,EV
Parinari excelsa,EV
Parinari holstii,EV
Parinari klugii,EV
Parinari oblongifolia,EV
Parinari occidentalis,EV
Parinari parilis,EV
Parkia javanica,EV
Parkia multijuga,EV
Parkia pendula,EV
Parkia velutina,EV
Parkinsonia aculeata,EV
Parsonsia fulva,EV
Parsonsia induplicata,EV
Parsonsia rotata,EV
Parsonsia straminea,EV
Parsonsia tenuis,EV
Parsonsia velutina,EV
Parthenocissus quinquefolia,D
Pasania glabra,EV
Passiflora vitifolia,EV
Paulownia tomentosa,D
Pauridiantha paucinervis,EV
Pausandra trianae,EV
Pavetta abyssinica,EV
Pavonia fruticosa,EV
Pavonia paniculata,EV
Payena acuminata,EV
Paypayrola longifolia,EV
Peltogyne porphyrocardia,D
Peltogyne purpurea,D
Pennantia corymbosa,EV
Pennantia cunninghamii,EV
Pentaceras australis,EV
Pentachondra pumila,EV
Pentaclethra macroloba,EV
Pentaclethra macrophylla,EV
Pentadesma grandifolia,EV
Pentagonia donnell-smithii,EV
Pentagonia macrophylla,EV
Pentagonia parvifolia,EV
Pentaplaris huaoranica,EV
Pentas bussei,EV
Pera arborea,EV
Pera benensis,EV
Pera glabrata,EV
Pera nitida,EV
Pera schomburgkiana,EV
Peraxilla tetrapetala,EV
Perebea angustifolia,EV
Perebea guianensis,EV
Perebea hispidula,EV
Perebea mollis,EV
Perebea tessmannii,EV
Perebea xanthochyma,EV
Pereskia diaz-romeroana,EV
Pereskia grandifolia,D
Pereskia marcanoi,EV
Pereskia portulacifolia,EV
Pereskia quisqueyana,EV
Pereskia sacharosa,EV
Pereskia weberiana,EV
Periploca laevigata,EV
Periploca sepium,D
Persea alpigena,EV
Persea americana,EV
Persea borbonia,EV
Persea breviflora,EV
Persea indica,EV
Persea japonica,EV
Persea lingue,EV
Persea pseudofasciculata,EV
Persea rufescens,EV
Persea schiedeana,EV
Persea thunbergii,EV
Persea vesticula,EV
Persoonia curvifolia,EV
Persoonia cuspidifera,EV
Persoonia falcata,EV
Persoonia gunnii,EV
Persoonia isophylla,EV
Persoonia lanceolata,EV
Persoonia laurina,EV
Persoonia levis,EV
Persoonia linearis,EV
Persoonia media,EV
Persoonia mollis,EV
Persoonia pinifolia,EV
Persoonia saccata,EV
Peschiera arborea,EV
Peschiera australis,EV
Petalostigma quadriloculare,EV
Petersianthus macrocarpus,EV
Petrophile linearis,EV
Petrophile pedunculata,EV
Petrophile pulchella,EV
Peumus boldus,EV
Phagnalon rupestre,EV
Phagnalon saxatile,EV
Phebalium bilobum,EV
Phebalium elatius,EV
Phebalium glandulosum,EV
Phebalium squamulosum,EV
Philadelphus schrenkii,D
Phillyrea angustifolia,EV
Phillyrea latifolia,EV
Phillyrea media,EV
Philotheca difformis,EV
Philotheca salsolifolia,EV
Phlomis italica,EV
Phlomis lychnitis,EV
Phlomis purpurea,EV
Phoebe cinnamomifolia,EV
Phoebe lanceolata,EV
Phoebe mexicana,EV
Phoebe puwenensis,EV
Phoebe zhennan,EV
Photinia arbutifolia,EV
Photinia davidiana,EV
Photinia melanocarpa,D
Photinia parvifolia,D
Photinia villosa,D
Phragmotheca ecuadorensis,D
Phryganocydia corymbosa,EV
Phyllanthus acuminatus,EV
Phyllanthus emblica,D
Phyllanthus gasstroemii,EV
Phyllanthus gunnii,EV
Phyllanthus hirtellus,EV
Phyllanthus polyanthus,EV
Phyllanthus thymoides,EV
Phyllocladus alpinus,EV
Phyllocladus aspleniifolius,EV
Phyllodoce caerulea,EV
Phyllostylon rhamnoides,D
Phyllota phylicoides,EV
Phyllota remota,EV
Physocalymma scaberrimum,EV
Physocarpus malvaceus,D
Physocarpus opulifolius,D
Phytelephas macrocarpa,EV
Phytolacca decandra,EV
Picconia excelsa,EV
Picea glauca,EV
Picea jezoensis,EV
Picea mariana,EV
Picea rubens,EV
Picea sitchensis,EV
Picea smithiana,EV
Pickeringia montana,EV
Picramnia antidesma,EV
Picramnia latifolia,EV
Picramnia macrostachys,EV
Picramnia mini,EV
Picramnia pubirecta,EV
Picramnia sellowii,EV
Pictetia aculeata,D
Pieris formosa,EV
Pieris japonica,EV
Pilidiostigma glabrum,EV
Pimelea arenaria,EV
Pimelea drupacea,EV
Pimelea latifolia,EV
Pimelea ligustrina,EV
Pimelea linifolia,EV
Pimelea microcephala,EV
Pimelea pauciflora,EV
Pimelea prostrata,EV
Pimelea sericea,EV
Pimelea trichostachya,EV
Pimelodendron amboinicum,EV
Pimenta dioica,EV
Pimenta racemosa,EV
Pinus alba,EV
Pinus albicaulis,EV
Pinus aristata,EV
Pinus arizonica,EV
Pinus armandii,EV
Pinus attenuata,EV
Pinus ayacahuite,EV
Pinus bahamensis,EV
Pinus balfouriana,EV
Pinus banksiana,EV
Pinus bhutanica,EV
Pinus brutia,EV
Pinus bungeana,EV
Pinus canariensis,EV
Pinus caribaea,EV
Pinus cembra,EV
Pinus cembroides,EV
Pinus chiapensis,EV
Pinus chihuahuana,EV
Pinus clausa,EV
Pinus contorta,EV
Pinus coulteri,EV
Pinus cubensis,EV
Pinus cupressoides,EV
Pinus densata,EV
Pinus densiflora,EV
Pinus devoniana,EV
Pinus discolor,EV
Pinus douglasiana,EV
Pinus durangensis,EV
Pinus echinata,EV
Pinus edulis,EV
Pinus edunata,EV
Pinus elliottii,EV
Pinus engelmannii,EV
Pinus fenzeliana,EV
Pinus flexilis,EV
Pinus gerardiana,EV
Pinus glabra,EV
Pinus greggii,EV
Pinus griffithii,EV
Pinus halepensis,EV
Pinus hartwegii,EV
Pinus heldreichii,EV
Pinus herrerae,EV
Pinus hwangshanensis,EV
Pinus jeffreyi,EV
Pinus kesiya,EV
Pinus koraiensis,EV
Pinus krempfii,EV
Pinus kwangtungensis,EV
Pinus lambertiana,EV
Pinus laricio,EV
Pinus latteri,EV
Pinus lawsonii,EV
Pinus leiophylla,EV
Pinus longaeva,EV
Pinus luchuensis,EV
Pinus lumholtzii,EV
Pinus mariana,EV
Pinus massoniana,EV
Pinus maximartinezii,EV
Pinus maximinoi,EV
Pinus merkusii,EV
Pinus monophylla,EV
Pinus montana,EV
Pinus montezumae,EV
Pinus monticola,EV
Pinus mugo,EV
Pinus muricata,EV
Pinus nelsonii,EV
Pinus nigra,EV
Pinus occidentalis,EV
Pinus oocarpa,EV
Pinus palustris,EV
Pinus parviflora,EV
Pinus patula,EV
Pinus peuce,EV
Pinus pinaster,EV
Pinus pinea,EV
Pinus ponderosa,EV
Pinus pringlei,EV
Pinus pseudostrobus,EV
Pinus pumila,EV
Pinus pungens,EV
Pinus quadrifolia,EV
Pinus radiata,EV
Pinus resinosa,EV
Pinus rigida,EV
Pinus rotundata,EV
Pinus roxburghii,EV
Pinus rudis,EV
Pinus sabiniana,EV
Pinus schwerinii,EV
Pinus serotina,EV
Pinus sibirica,EV
Pinus strobiformis,EV
Pinus strobus,EV
Pinus sylvestris,EV
Pinus tabuliformis,EV
Pinus taeda,EV
Pinus taiwanensis,EV
Pinus tecunumanii,EV
Pinus teocote,EV
Pinus thunbergiana,EV
Pinus thunbergii,EV
Pinus torreyana,EV
Pinus tropicalis,EV
Pinus uncinata,EV
Pinus virginiana,EV
Pinus wallichiana,EV
Pinus washoensis,EV
Pinus yecorensis,EV
Pinus yunnanensis,EV
Piper aduncum,EV
Piper aequale,EV
Piper amalago,EV
Piper arboreum,EV
Piper arieianum,EV
Piper augustum,EV
Piper auritum,EV
Piper capense,EV
Piper carrilloanum,EV
Piper cernuum,EV
Piper chichankanabanum,EV
Piper cordulatum,EV
Piper culebranum,EV
Piper darienense,EV
Piper dilatatum,EV
Piper discolor,EV
Piper glabrescens,EV
Piper grande,EV
Piper hispidum,EV
Piper hostmannianum,EV
Piper imperiale,EV
Piper kadsura,EV
Piper lapathifolium,EV
Piper novae-hispaniae,EV
Piper obliquum,EV
Piper obtusum,EV
Piper peltatum,EV
Piper peracuminatum,EV
Piper perlasense,EV
Piper plagiophyllum,EV
Piper pseudogaragaranum,EV
Piper pubistipulum,EV
Piper reticulatum,EV
Piper sancti-felicis,EV
Piper sanctum,EV
Piper schiedeanum,EV
Piper tucumanensis,EV
Piper umbellatum,EV
Piper verrucosum,EV
Piper villiramulum,EV
Piper viridicaule,EV
Piptadenia psilostachya,EV
Piptadenia suaveolens,EV
Piptocarpha rotundifolia,EV
Pipturus albidus,EV
Pipturus argenteus,EV
Piscidia carthagenensis,D
Piscidia piscipula,EV
Pisonia albida,D
Pisonia subcordata,EV
Pistacia atlantica,D
Pistacia chinensis,D
Pistacia lentiscus,EV
Pistacia terebinthus,D
Pitavia punctata,EV
Pithecellobium alexandri,EV
Pithecellobium claviflorum,EV
Pithecellobium dulce,D
Pithecellobium jupunba,EV
Pithecellobium macradenium,EV
Pithecellobium unguis-cati,D_EV
Pittosporopsis kerrii,EV
Pittosporum bicolor,EV
Pittosporum crassicaule,EV
Pittosporum daphniphylloides,EV
Pittosporum eugenioides,EV
Pittosporum formosanum,EV
Pittosporum glabrum,EV
Pittosporum multiflorum,EV
Pittosporum phillyraeoides,EV
Pittosporum phylliraeoides,EV
Pittosporum pullifolium,EV
Pittosporum revolutum,EV
Pittosporum rhombifolium,EV
Pittosporum rubiginosum,EV
Pittosporum tenuifolium,EV
Pittosporum tobira,EV
Pittosporum undulatum,EV
Plagianthus divaricatus,EV
Plagianthus regius,D
Plagiostyles africana,EV
Planchonella obovata,EV
Planchonia careya,D
Platanus hispanica,D
Platanus occidentalis,D
Platanus orientalis,D
Platanus racemosa,D
Platycarya strobilacea,D
Platylobium formosum,EV
Platypodium viride,EV
Platysace ericoides,EV
Platysace lanceolata,EV
Platysace linearifolia,EV
Platysace stephensonii,EV
Pleiocarpa pycnantha,EV
Pleiocarpidia sandahanica,EV
Pleonotoma variabilis,EV
Pleuranthodendron lindenii,EV
Pleurophora patagonica,EV
Pleurothyrium parviflorum,EV
Pleurothyrium poeppigii,EV
Pleurothyrium trianae,EV
Pleurothyrium vasquezii,EV
Pleurothyrium williamsii,EV
Plinia pseudomouriri,EV
Plumeria alba,D
Plumeria krugii,D
Plumeria obtusa,D
Podocarpus hallii,EV
Podocarpus neriifolius,EV
Podocarpus totara,EV
Poga oleosa,EV
Pogonophora schomburgkiana,EV
Poikilospermum cordifolium,EV
Polyalthia australis,EV
Polyalthia cheliensis,EV
Polyalthia longifolia,EV
Polyalthia nitidissima,EV
Polyalthia oliveri,EV
Polyalthia stuhlmannii,EV
Polyalthia suaveolens,EV
Polyalthia sumatrana,EV
Polygala jamaicensis,EV
Polygala penaea,EV
Polygala scleroxylon,EV
Polylepis australis,D
Polymnia canadensis,EV
Polyosma cunninghamii,EV
Polyscias australiana,EV
Polyscias elegans,EV
Polyscias murrayi,EV
Polyscias sambucifolia,EV
Polysphaeria parvifolia,EV
Pomaderris apetala,EV
Pomaderris argyrophylla,EV
Pomaderris aspera,EV
Pomaderris ferruginea,EV
Pomaderris lanigera,EV
Pomax umbellata,EV
Pometia pinnata,EV
Pometia tomentosa,EV
Pongamia pinnata,D
Popowia pisocarpa,EV
Populus acuminata,D
Populus alba,D
Populus angustifolia,D
Populus balsamifera,D
Populus davidiana,D
Populus deltoides,D
Populus fremontii,D
Populus grandidentata,D
Populus heterophylla,D
Populus hopeiensis,EV
Populus maximowiczii,D
Populus nigra,D
Populus sieboldii,D
Populus tremula,D
Populus tremuloides,D
Populus trichocarpa,D
Populus wislizeni,D
Poranthera ericifolia,EV
Poraqueiba guianensis,EV
Porcelia mediocris,EV
Porcelia nitidifolia,EV
Posoqueria coriacea,EV
Posoqueria latifolia,EV
Posoqueria redonda,EV
Potalia amara,EV
Potentilla fruticosa,D
Poulsenia armata,EV
Pourouma bicolor,EV
Pourouma cecropiifolia,EV
Pourouma cucura,EV
Pourouma guianensis,EV
Pourouma minor,EV
Pourouma mollis,EV
Pourouma myrmecophila,EV
Pourouma napoensis,EV
Pourouma tomentosa,EV
Pourouma velutina,EV
Pouteria anibifolia,EV
Pouteria australis,EV
Pouteria baehniana,EV
Pouteria bangii,EV
Pouteria beaurepairei,EV
Pouteria bilocularis,EV
Pouteria caimito,EV
Pouteria campechiana,EV
Pouteria chartacea,EV
Pouteria cladantha,EV
Pouteria cuspidata,EV
Pouteria doradagrande,EV
Pouteria durlandii,EV
Pouteria egregia,EV
Pouteria engleri,EV
Pouteria ephedrantha,EV
Pouteria fossicola,EV
Pouteria glomerata,EV
Pouteria gracilis,EV
Pouteria grandiflora,EV
Pouteria guianensis,EV
Pouteria hispida,EV
Pouteria juruana,EV
Pouteria lucumifolia,EV
Pouteria macrophylla,EV
Pouteria manaosensis,EV
Pouteria multiflora,EV
Pouteria nemorosa,EV
Pouteria paraensis,EV
Pouteria pariry,EV
Pouteria petiolata,EV
Pouteria platyphylla,EV
Pouteria pohlmaniana,EV
Pouteria procera,EV
Pouteria pubescens,EV
Pouteria queenslandica,EV
Pouteria reticulata,EV
Pouteria rhynchocarpa,EV
Pouteria robusta,EV
Pouteria sapota,EV
Pouteria scytalophora,EV
Pouteria sericea,EV
Pouteria silvestris,EV
Pouteria simulans,EV
Pouteria speciosa,EV
Pouteria stipitata,EV
Pouteria tarapotensis,EV
Pouteria torta,EV
Pouteria trilocularis,EV
Pouteria unilocularis,EV
Pouteria venosa,EV
Pouteria vernicosa,EV
Pradosia atroviolacea,EV
Premna microphylla,D
Premna serratifolia,D
Prioria copaifera,EV
Prockia crucis,D_EV
Prosopis africana,EV
Prosopis alpataco,D
Prosopis caldenia,D
Prosopis denudans,D
Prosopis flexuosa,D
Prosopis glandulosa,D
Prosopis juliflora,EV
Prosopis pallida,D
Prosopis strombulifera,D
Prosopis velutina,D
Prostanthera incisa,EV
Prostanthera lasianthos,EV
Prostanthera ovalifolia,EV
Prostanthera striatiflora,EV
Protea acaulos,EV
Protea arborea,EV
Protea bracteolaris,EV
Protea burchellii,EV
Protea compacta,EV
Protea cordata,EV
Protea glabra,EV
Protea laurifolia,EV
Protea madiensis,EV
Protea neriifolia,EV
Protea nitida,EV
Protea repens,EV
Protea speciosa,EV
Protea susannae,EV
Protium altsonii,D_EV
Protium amazonicum,EV
Protium apiculatum,EV
Protium aracouchini,EV
Protium bangii,EV
Protium brillanodu,EV
Protium carnosum,EV
Protium correae,EV
Protium costaricense,EV
Protium decandrum,EV
Protium divaricatum,EV
Protium fimbriatum,EV
Protium gallosum,D_EV
Protium glabrum,EV
Protium grannodu,EV
Protium guianense,EV
Protium hebetatum,EV
Protium insigne,EV
Protium kleinii,EV
Protium neglectum,EV
Protium nodulosum,EV
Protium opacum,EV
Protium panamense,EV
Protium paniculatum,EV
Protium pilosissimum,EV
Protium pittieri,EV
Protium poeppigianum,EV
Protium polybotryum,EV
Protium sagotianum,EV
Protium spruceanum,EV
Protium subserratum,EV
Protium tenuifolium,EV
Protium trifoliolatum,EV
Proustia cinerea,D
Proustia pyrifolia,EV
Prumnopitys ferruginea,EV
Prumnopitys taxifolia,EV
Prunus americana,D
Prunus annularis,D
Prunus armeniaca,D
Prunus avium,D
Prunus brachybotrya,D
Prunus caroliniana,EV
Prunus cerasifera,D
Prunus cortapico,EV
Prunus davidiana,D
Prunus debilis,D
Prunus emarginata,D
Prunus fasciculata,D
Prunus incana,D
Prunus laurocerasus,EV
Prunus lundelliana,D
Prunus lusitanica,EV
Prunus mahaleb,D
Prunus mexicana,D
Prunus myrtifolia,D
Prunus novoleontis,EV
Prunus padus,D
Prunus pensylvanica,D
Prunus persica,D
Prunus pumila,D
Prunus sargentii,D
Prunus sellowii,D
Prunus serotina,D
Prunus spinosa,D
Prunus spinulosa,D
Prunus ssiori,D
Prunus subcordata,D
Prunus turneriana,D
Prunus virginiana,D
Psedera quinquefolia,D
Pseudalbizzia berteroana,EV
Pseudobaccharis spartioides,EV
Pseudobombax septenatum,D
Pseudocedrela kotschyi,D
Pseudolmedia laevigata,EV
Pseudolmedia laevis,EV
Pseudolmedia macrophylla,EV
Pseudolmedia oxyphyllaria,EV
Pseudolmedia rigida,EV
Pseudolmedia spuria,D_EV
Pseudomalmea diclina,EV
Pseudopanax anomalus,EV
Pseudopanax arboreus,EV
Pseudopanax colensoi,EV
Pseudopanax crassifolius,EV
Pseudopanax ferox,EV
Pseudopanax laetevirens,EV
Pseudopanax macintyrei,EV
Pseudopanax simplex,EV
Pseudospondias microcarpa,EV
Pseudotsuga menziesii,EV
Pseudoweinmannia lachnocarpa,EV
Pseudowintera colorata,EV
Pseudoxandra polyphleba,EV
Pseuduvaria indochinensis,EV
Psidium acutangulum,EV
Psidium amplexicaule,EV
Psidium anglohondurense,EV
Psidium cattleianum,EV
Psidium cattleyanum,EV
Psidium friedrichsthalianum,EV
Psidium guajava,EV
Psoralea bituminosa,D
Psorospermum febrifugum,EV
Psychotria acuminata,EV
Psychotria alsophila,EV
Psychotria amboniana,EV
Psychotria berteroana,EV
Psychotria brachiata,EV
Psychotria brachybotrya,EV
Psychotria capensis,EV
Psychotria capitata,EV
Psychotria carthagenensis,EV
Psychotria chagrensis,EV
Psychotria chiapensis,EV
Psychotria corymbosa,EV
Psychotria costivenia,EV
Psychotria crassipetala,EV
Psychotria dallachiana,EV
Psychotria deflexa,EV
Psychotria dolphiniana,EV
Psychotria dracula,EV
Psychotria elata,EV
Psychotria emetica,EV
Psychotria eurycarpa,EV
Psychotria faxlucens,EV
Psychotria flava,EV
Psychotria foetida,EV
Psychotria furcata,EV
Psychotria glabrata,EV
Psychotria graciliflora,EV
Psychotria granadensis,EV
Psychotria grandis,EV
Psychotria guadalupensis,EV
Psychotria guapilensis,EV
Psychotria horizontalis,EV
Psychotria limonensis,EV
Psychotria loniceroides,EV
Psychotria luxurians,EV
Psychotria maleolens,EV
Psychotria marginata,EV
Psychotria maricaensis,EV
Psychotria mariniana,EV
Psychotria micrantha,EV
Psychotria microbotrys,EV
Psychotria nervosa,EV
Psychotria panamensis,EV
Psychotria pedunculata,EV
Psychotria pittieri,EV
Psychotria poeppigiana,EV
Psychotria pseudoplatyphylla,EV
Psychotria psychotriifolia,EV
Psychotria pubescens,EV
Psychotria racemosa,EV
Psychotria rubra,EV
Psychotria simiarum,EV
Psychotria simmondsiana,EV
Psychotria sloanei,EV
Psychotria suerrensis,EV
Psychotria sulzneri,EV
Psychotria uliginosa,EV
Ptaeroxylon obliquum,EV
Pteleopsis myrtifolia,EV
Pternandra caerulescens,EV
Pterocarpus amazonum,D
Pterocarpus angolensis,D
Pterocarpus antunesii,EV
Pterocarpus belizensis,EV
Pterocarpus hayesii,D
Pterocarpus indicus,EV
Pterocarpus marsupium,D
Pterocarpus officinalis,EV
Pterocarpus rohrii,D
Pterocarpus soyauxii,D
Pterocarya rhoifolia,D
Pterospermum acerifolium,EV
Pterospermum lanceifolium,EV
Pterospermum menglunense,EV
Pterospermum stapfianum,EV
Pterostyrax hispidus,D
Ptilotus atriplicifolius,EV
Ptilotus obovatus,EV
Ptychopetalum olacoides,D
Ptychopyxis caput-medusae,EV
Pultenaea daphnoides,EV
Pultenaea elliptica,EV
Pultenaea flexilis,EV
Pultenaea foliolosa,EV
Pultenaea juniperina,EV
Pultenaea largiflorens,EV
Pultenaea linophylla,EV
Pultenaea muelleri,EV
Pultenaea myrtoides,EV
Pultenaea obcordata,EV
Pultenaea rosmarinifolia,EV
Pultenaea stipularis,EV
Pultenaea weindorferi,EV
Punica granatum,D
Purshia stansburyana,EV
Purshia subcoriacea,EV
Pycnanthus angolensis,EV
Pygeum africanum,EV
Pygeum latifolium,EV
Pyracantha angustifolia,EV
Pyrola media,EV
Pyrola minor,EV
Pyrola rotundifolia,EV
Pyrus arbutifolia,D
Pyrus betulifolia,D
Pyrus bourgaeana,D
Pyrus calleryana,D
Pyrus coronaria,D
Pyrus melanocarpa,D
Pyrus pyraster,D
Qualea acuminata,EV
Qualea albiflora,EV
Qualea dichotoma,EV
Qualea dinizii,EV
Qualea grandiflora,D
Qualea paraensis,EV
Qualea rosea,EV
Quararibea asterolepis,EV
Quararibea guatemalteca,EV
Quararibea ochrocalyx,EV
Quararibea turbinata,EV
Quararibea wittii,EV
Quararibea yunckeri,EV
Quassia amara,EV
Quassia baileyana,EV
Quercus acuta,EV
Quercus acutissima,EV
Quercus agrifolia,EV
Quercus alba,D
Quercus austrina,D
Quercus bicolor,D
Quercus calliprinos,EV
Quercus canariensis,EV
Quercus cerris,D
Quercus chapmanii,EV
Quercus chrysolepis,EV
Quercus coccifera,EV
Quercus coccinea,D
Quercus copeyensis,EV
Quercus costaricensis,EV
Quercus crispula,D
Quercus douglasii,D
Quercus dumosa,D_EV
Quercus durata,EV
Quercus ellipsoidalis,D
Quercus eugeniifolia,EV
Quercus fabri,D
Quercus faginea,D
Quercus falcata,D
Quercus frainetto,D
Quercus gambelii,D
Quercus garryana,D
Quercus geminata,EV
Quercus gilva,EV
Quercus glauca,EV
Quercus hemisphaerica,EV
Quercus humilis,D
Quercus ilex,EV
Quercus ilicifolia,D
Quercus incana,EV
Quercus kelloggii,D
Quercus laevis,D
Quercus laurifolia,D
Quercus liaotungensis,D
Quercus lobata,D
Quercus lusitanica,D
Quercus lyrata,D
Quercus macrocarpa,D
Quercus margarettiae,D
Quercus michauxii,D
Quercus minima,EV
Quercus mongolica,D
Quercus muehlenbergii,D
Quercus myrsinifolia,EV
Quercus myrtifolia,EV
Quercus nigra,D
Quercus oleoides,EV
